playing,user,song
7,60a102fd16cd1820722eaf80,607e49279db0e834cf75968c
9,60a102fd16cd1820722eaf81,607e49279db0e834cf75968c
3,60a102fd16cd1820722eaf82,607e49279db0e834cf75968c
2,60a102fd16cd1820722eaf83,607e49279db0e834cf75968c
8,60a102fd16cd1820722eaf84,607e49279db0e834cf75968c
5,60a102fd16cd1820722eaf85,607e49279db0e834cf75968c
2,60a102fd16cd1820722eaf86,607e49279db0e834cf75968c
7,60a102fd16cd1820722eaf87,607e49279db0e834cf75968c
7,60a102fd16cd1820722eaf88,607e49279db0e834cf75968c
7,60a102fd16cd1820722eaf89,607e49279db0e834cf75968c
8,60a102fd16cd1820722eaf8a,607e49279db0e834cf75968c
8,60a102fd16cd1820722eaf8b,607e49279db0e834cf75968c
4,60a102fd16cd1820722eaf8c,607e49279db0e834cf75968c
3,60a102fd16cd1820722eaf8d,607e49279db0e834cf75968c
9,60a102fd16cd1820722eaf8e,607e49279db0e834cf75968c
8,60a102fd16cd1820722eaf8f,607e49279db0e834cf75968c
5,60a102fd16cd1820722eaf90,607e49279db0e834cf75968c
8,60a102fd16cd1820722eaf91,607e49279db0e834cf75968c
7,60a102fd16cd1820722eaf6a,607e49279db0e834cf75968d
7,60a102fd16cd1820722eaf6b,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf6c,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf6d,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf6e,607e49279db0e834cf75968d
2,60a102fd16cd1820722eaf6f,607e49279db0e834cf75968d
6,60a102fd16cd1820722eaf70,607e49279db0e834cf75968d
6,60a102fd16cd1820722eaf71,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf72,607e49279db0e834cf75968d
2,60a102fd16cd1820722eaf73,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf74,607e49279db0e834cf75968d
1,60a102fd16cd1820722eaf75,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf76,607e49279db0e834cf75968d
5,60a102fd16cd1820722eaf77,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf78,607e49279db0e834cf75968d
6,60a102fd16cd1820722eaf79,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf7a,607e49279db0e834cf75968d
8,60a102fd16cd1820722eaf7b,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf7c,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf7d,607e49279db0e834cf75968d
2,60a102fd16cd1820722eaf7e,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf7f,607e49279db0e834cf75968d
1,60a102fd16cd1820722eaf80,607e49279db0e834cf75968d
6,60a102fd16cd1820722eaf81,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf82,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf83,607e49279db0e834cf75968d
1,60a102fd16cd1820722eaf84,607e49279db0e834cf75968d
1,60a102fd16cd1820722eaf85,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf86,607e49279db0e834cf75968d
8,60a102fd16cd1820722eaf87,607e49279db0e834cf75968d
1,60a102fd16cd1820722eaf88,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf89,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf8a,607e49279db0e834cf75968d
7,60a102fd16cd1820722eaf8b,607e49279db0e834cf75968d
6,60a102fd16cd1820722eaf8c,607e49279db0e834cf75968d
6,60a102fd16cd1820722eaf8d,607e49279db0e834cf75968d
4,60a102fd16cd1820722eaf8e,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf8f,607e49279db0e834cf75968d
9,60a102fd16cd1820722eaf90,607e49279db0e834cf75968d
1,60a102fd16cd1820722eaf91,607e49279db0e834cf75968d
3,60a102fd16cd1820722eaf6a,607e49279db0e834cf75968e
2,60a102fd16cd1820722eaf6b,607e49279db0e834cf75968e
8,60a102fd16cd1820722eaf6c,607e49279db0e834cf75968e
6,60a102fd16cd1820722eaf6d,607e49279db0e834cf75968e
2,60a102fd16cd1820722eaf6e,607e49279db0e834cf75968e
2,60a102fd16cd1820722eaf6f,607e49279db0e834cf75968e
1,60a102fd16cd1820722eaf70,607e49279db0e834cf75968e
3,60a102fd16cd1820722eaf71,607e49279db0e834cf75968e
1,60a102fd16cd1820722eaf72,607e49279db0e834cf75968e
3,60a102fd16cd1820722eaf73,607e49279db0e834cf75968e
3,60a102fd16cd1820722eaf74,607e49279db0e834cf75968e
2,60a102fd16cd1820722eaf75,607e49279db0e834cf75968e
9,60a102fd16cd1820722eaf76,607e49279db0e834cf75968e
2,60a102fd16cd1820722eaf77,607e49279db0e834cf75968e
8,60a102fd16cd1820722eaf78,607e49279db0e834cf75968e
2,60a102fd16cd1820722eaf79,607e49279db0e834cf75968e
4,60a102fd16cd1820722eaf7a,607e49279db0e834cf75968e
9,60a102fd16cd1820722eaf7b,607e49279db0e834cf75968e
2,60a102fd16cd1820722eaf7c,607e49279db0e834cf75968e
6,60a102fd16cd1820722eaf7d,607e49279db0e834cf75968e
8,60a102fd16cd1820722eaf7e,607e49279db0e834cf75968e
2,60a102fd16cd1820722eaf7f,607e49279db0e834cf75968e
8,60a102fd16cd1820722eaf80,607e49279db0e834cf75968e
4,60a102fd16cd1820722eaf81,607e49279db0e834cf75968e
3,60a102fd16cd1820722eaf82,607e49279db0e834cf75968e
9,60a102fd16cd1820722eaf83,607e49279db0e834cf75968e
4,60a102fd16cd1820722eaf84,607e49279db0e834cf75968e
5,60a102fd16cd1820722eaf85,607e49279db0e834cf75968e
1,60a102fd16cd1820722eaf86,607e49279db0e834cf75968e
1,60a102fd16cd1820722eaf87,607e49279db0e834cf75968e
7,60a102fd16cd1820722eaf88,607e49279db0e834cf75968e
4,60a102fd16cd1820722eaf89,607e49279db0e834cf75968e
9,60a102fd16cd1820722eaf8a,607e49279db0e834cf75968e
1,60a102fd16cd1820722eaf8b,607e49279db0e834cf75968e
8,60a102fd16cd1820722eaf8c,607e49279db0e834cf75968e
8,60a102fd16cd1820722eaf8d,607e49279db0e834cf75968e
8,60a102fd16cd1820722eaf8e,607e49279db0e834cf75968e
7,60a102fd16cd1820722eaf8f,607e49279db0e834cf75968e
3,60a102fd16cd1820722eaf90,607e49279db0e834cf75968e
4,60a102fd16cd1820722eaf91,607e49279db0e834cf75968e
3,60a102fd16cd1820722eaf6a,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf6b,607e49279db0e834cf75968f
4,60a102fd16cd1820722eaf6c,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf6d,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf6e,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf6f,607e49279db0e834cf75968f
7,60a102fd16cd1820722eaf70,607e49279db0e834cf75968f
1,60a102fd16cd1820722eaf71,607e49279db0e834cf75968f
7,60a102fd16cd1820722eaf72,607e49279db0e834cf75968f
5,60a102fd16cd1820722eaf73,607e49279db0e834cf75968f
5,60a102fd16cd1820722eaf74,607e49279db0e834cf75968f
7,60a102fd16cd1820722eaf75,607e49279db0e834cf75968f
6,60a102fd16cd1820722eaf76,607e49279db0e834cf75968f
7,60a102fd16cd1820722eaf77,607e49279db0e834cf75968f
4,60a102fd16cd1820722eaf78,607e49279db0e834cf75968f
1,60a102fd16cd1820722eaf79,607e49279db0e834cf75968f
6,60a102fd16cd1820722eaf7a,607e49279db0e834cf75968f
1,60a102fd16cd1820722eaf7b,607e49279db0e834cf75968f
5,60a102fd16cd1820722eaf7c,607e49279db0e834cf75968f
6,60a102fd16cd1820722eaf7d,607e49279db0e834cf75968f
9,60a102fd16cd1820722eaf7e,607e49279db0e834cf75968f
4,60a102fd16cd1820722eaf7f,607e49279db0e834cf75968f
4,60a102fd16cd1820722eaf80,607e49279db0e834cf75968f
7,60a102fd16cd1820722eaf81,607e49279db0e834cf75968f
6,60a102fd16cd1820722eaf82,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf83,607e49279db0e834cf75968f
6,60a102fd16cd1820722eaf84,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf85,607e49279db0e834cf75968f
9,60a102fd16cd1820722eaf86,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf87,607e49279db0e834cf75968f
4,60a102fd16cd1820722eaf88,607e49279db0e834cf75968f
7,60a102fd16cd1820722eaf89,607e49279db0e834cf75968f
4,60a102fd16cd1820722eaf8a,607e49279db0e834cf75968f
5,60a102fd16cd1820722eaf8b,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf8c,607e49279db0e834cf75968f
4,60a102fd16cd1820722eaf8d,607e49279db0e834cf75968f
4,60a102fd16cd1820722eaf8e,607e49279db0e834cf75968f
1,60a102fd16cd1820722eaf8f,607e49279db0e834cf75968f
2,60a102fd16cd1820722eaf90,607e49279db0e834cf75968f
5,60a102fd16cd1820722eaf91,607e49279db0e834cf75968f
3,60a102fd16cd1820722eaf6a,607e49279db0e834cf759690
2,60a102fd16cd1820722eaf6b,607e49279db0e834cf759690
7,60a102fd16cd1820722eaf6c,607e49279db0e834cf759690
1,60a102fd16cd1820722eaf6d,607e49279db0e834cf759690
2,60a102fd16cd1820722eaf6e,607e49279db0e834cf759690
1,60a102fd16cd1820722eaf6f,607e49279db0e834cf759690
1,60a102fd16cd1820722eaf70,607e49279db0e834cf759690
7,60a102fd16cd1820722eaf71,607e49279db0e834cf759690
2,60a102fd16cd1820722eaf72,607e49279db0e834cf759690
7,60a102fd16cd1820722eaf73,607e49279db0e834cf759690
3,60a102fd16cd1820722eaf74,607e49279db0e834cf759690
1,60a102fd16cd1820722eaf75,607e49279db0e834cf759690
6,60a102fd16cd1820722eaf76,607e49279db0e834cf759690
1,60a102fd16cd1820722eaf77,607e49279db0e834cf759690
3,60a102fd16cd1820722eaf78,607e49279db0e834cf759690
1,60a102fd16cd1820722eaf79,607e49279db0e834cf759690
4,60a102fd16cd1820722eaf7a,607e49279db0e834cf759690
9,60a102fd16cd1820722eaf7b,607e49279db0e834cf759690
6,60a102fd16cd1820722eaf7c,607e49279db0e834cf759690
8,60a102fd16cd1820722eaf7d,607e49279db0e834cf759690
7,60a102fd16cd1820722eaf7e,607e49279db0e834cf759690
2,60a102fd16cd1820722eaf7f,607e49279db0e834cf759690
8,60a102fd16cd1820722eaf80,607e49279db0e834cf759690
8,60a102fd16cd1820722eaf81,607e49279db0e834cf759690
6,60a102fd16cd1820722eaf82,607e49279db0e834cf759690
5,60a102fd16cd1820722eaf83,607e49279db0e834cf759690
7,60a102fd16cd1820722eaf84,607e49279db0e834cf759690
3,60a102fd16cd1820722eaf85,607e49279db0e834cf759690
8,60a102fd16cd1820722eaf86,607e49279db0e834cf759690
9,60a102fd16cd1820722eaf87,607e49279db0e834cf759690
8,60a102fd16cd1820722eaf88,607e49279db0e834cf759690
3,60a102fd16cd1820722eaf89,607e49279db0e834cf759690
4,60a102fd16cd1820722eaf8a,607e49279db0e834cf759690
3,60a102fd16cd1820722eaf8b,607e49279db0e834cf759690
5,60a102fd16cd1820722eaf8c,607e49279db0e834cf759690
1,60a102fd16cd1820722eaf8d,607e49279db0e834cf759690
1,60a102fd16cd1820722eaf8e,607e49279db0e834cf759690
2,60a102fd16cd1820722eaf8f,607e49279db0e834cf759690
5,60a102fd16cd1820722eaf90,607e49279db0e834cf759690
9,60a102fd16cd1820722eaf91,607e49279db0e834cf759690
3,60a102fd16cd1820722eaf6a,607e49279db0e834cf759691
7,60a102fd16cd1820722eaf6b,607e49279db0e834cf759691
8,60a102fd16cd1820722eaf6c,607e49279db0e834cf759691
3,60a102fd16cd1820722eaf6d,607e49279db0e834cf759691
8,60a102fd16cd1820722eaf6e,607e49279db0e834cf759691
7,60a102fd16cd1820722eaf6f,607e49279db0e834cf759691
6,60a102fd16cd1820722eaf70,607e49279db0e834cf759691
9,60a102fd16cd1820722eaf71,607e49279db0e834cf759691
7,60a102fd16cd1820722eaf72,607e49279db0e834cf759691
8,60a102fd16cd1820722eaf73,607e49279db0e834cf759691
1,60a102fd16cd1820722eaf74,607e49279db0e834cf759691
3,60a102fd16cd1820722eaf75,607e49279db0e834cf759691
3,60a102fd16cd1820722eaf76,607e49279db0e834cf759691
7,60a102fd16cd1820722eaf77,607e49279db0e834cf759691
6,60a102fd16cd1820722eaf78,607e49279db0e834cf759691
5,60a102fd16cd1820722eaf79,607e49279db0e834cf759691
8,60a102fd16cd1820722eaf7a,607e49279db0e834cf759691
4,60a102fd16cd1820722eaf7b,607e49279db0e834cf759691
9,60a102fd16cd1820722eaf7c,607e49279db0e834cf759691
9,60a102fd16cd1820722eaf7d,607e49279db0e834cf759691
3,60a102fd16cd1820722eaf7e,607e49279db0e834cf759691
8,60a102fd16cd1820722eaf7f,607e49279db0e834cf759691
1,60a102fd16cd1820722eaf80,607e49279db0e834cf759691
7,60a102fd16cd1820722eaf81,607e49279db0e834cf759691
6,60a102fd16cd1820722eaf82,607e49279db0e834cf759691
4,60a102fd16cd1820722eaf83,607e49279db0e834cf759691
8,60a102fd16cd1820722eaf84,607e49279db0e834cf759691
4,60a102fd16cd1820722eaf85,607e49279db0e834cf759691
5,60a102fd16cd1820722eaf86,607e49279db0e834cf759691
7,60a102fd16cd1820722eaf87,607e49279db0e834cf759691
8,60a102fd16cd1820722eaf88,607e49279db0e834cf759691
5,60a102fd16cd1820722eaf89,607e49279db0e834cf759691
1,60a102fd16cd1820722eaf8a,607e49279db0e834cf759691
9,60a102fd16cd1820722eaf8b,607e49279db0e834cf759691
9,60a102fd16cd1820722eaf8c,607e49279db0e834cf759691
8,60a102fd16cd1820722eaf8d,607e49279db0e834cf759691
2,60a102fd16cd1820722eaf8e,607e49279db0e834cf759691
1,60a102fd16cd1820722eaf8f,607e49279db0e834cf759691
4,60a102fd16cd1820722eaf90,607e49279db0e834cf759691
3,60a102fd16cd1820722eaf91,607e49279db0e834cf759691
4,60a102fd16cd1820722eaf6a,607e49279db0e834cf759692
7,60a102fd16cd1820722eaf6b,607e49279db0e834cf759692
8,60a102fd16cd1820722eaf6c,607e49279db0e834cf759692
1,60a102fd16cd1820722eaf6d,607e49279db0e834cf759692
4,60a102fd16cd1820722eaf6e,607e49279db0e834cf759692
5,60a102fd16cd1820722eaf6f,607e49279db0e834cf759692
2,60a102fd16cd1820722eaf70,607e49279db0e834cf759692
3,60a102fd16cd1820722eaf71,607e49279db0e834cf759692
2,60a102fd16cd1820722eaf72,607e49279db0e834cf759692
8,60a102fd16cd1820722eaf73,607e49279db0e834cf759692
8,60a102fd16cd1820722eaf74,607e49279db0e834cf759692
4,60a102fd16cd1820722eaf75,607e49279db0e834cf759692
6,60a102fd16cd1820722eaf76,607e49279db0e834cf759692
7,60a102fd16cd1820722eaf77,607e49279db0e834cf759692
6,60a102fd16cd1820722eaf78,607e49279db0e834cf759692
9,60a102fd16cd1820722eaf79,607e49279db0e834cf759692
1,60a102fd16cd1820722eaf7a,607e49279db0e834cf759692
2,60a102fd16cd1820722eaf7b,607e49279db0e834cf759692
4,60a102fd16cd1820722eaf7c,607e49279db0e834cf759692
1,60a102fd16cd1820722eaf7d,607e49279db0e834cf759692
4,60a102fd16cd1820722eaf7e,607e49279db0e834cf759692
6,60a102fd16cd1820722eaf7f,607e49279db0e834cf759692
6,60a102fd16cd1820722eaf80,607e49279db0e834cf759692
8,60a102fd16cd1820722eaf81,607e49279db0e834cf759692
2,60a102fd16cd1820722eaf82,607e49279db0e834cf759692
1,60a102fd16cd1820722eaf83,607e49279db0e834cf759692
4,60a102fd16cd1820722eaf84,607e49279db0e834cf759692
3,60a102fd16cd1820722eaf85,607e49279db0e834cf759692
7,60a102fd16cd1820722eaf86,607e49279db0e834cf759692
7,60a102fd16cd1820722eaf87,607e49279db0e834cf759692
6,60a102fd16cd1820722eaf88,607e49279db0e834cf759692
6,60a102fd16cd1820722eaf89,607e49279db0e834cf759692
2,60a102fd16cd1820722eaf8a,607e49279db0e834cf759692
8,60a102fd16cd1820722eaf8b,607e49279db0e834cf759692
2,60a102fd16cd1820722eaf8c,607e49279db0e834cf759692
4,60a102fd16cd1820722eaf8d,607e49279db0e834cf759692
3,60a102fd16cd1820722eaf8e,607e49279db0e834cf759692
1,60a102fd16cd1820722eaf8f,607e49279db0e834cf759692
4,60a102fd16cd1820722eaf90,607e49279db0e834cf759692
7,60a102fd16cd1820722eaf91,607e49279db0e834cf759692
3,60a102fd16cd1820722eaf6a,607e49279db0e834cf759693
2,60a102fd16cd1820722eaf6b,607e49279db0e834cf759693
5,60a102fd16cd1820722eaf6c,607e49279db0e834cf759693
1,60a102fd16cd1820722eaf6d,607e49279db0e834cf759693
8,60a102fd16cd1820722eaf6e,607e49279db0e834cf759693
1,60a102fd16cd1820722eaf6f,607e49279db0e834cf759693
1,60a102fd16cd1820722eaf70,607e49279db0e834cf759693
1,60a102fd16cd1820722eaf71,607e49279db0e834cf759693
6,60a102fd16cd1820722eaf72,607e49279db0e834cf759693
8,60a102fd16cd1820722eaf73,607e49279db0e834cf759693
1,60a102fd16cd1820722eaf74,607e49279db0e834cf759693
3,60a102fd16cd1820722eaf75,607e49279db0e834cf759693
9,60a102fd16cd1820722eaf76,607e49279db0e834cf759693
7,60a102fd16cd1820722eaf77,607e49279db0e834cf759693
9,60a102fd16cd1820722eaf78,607e49279db0e834cf759693
1,60a102fd16cd1820722eaf79,607e49279db0e834cf759693
9,60a102fd16cd1820722eaf7a,607e49279db0e834cf759693
3,60a102fd16cd1820722eaf7b,607e49279db0e834cf759693
5,60a102fd16cd1820722eaf7c,607e49279db0e834cf759693
1,60a102fd16cd1820722eaf7d,607e49279db0e834cf759693
7,60a102fd16cd1820722eaf7e,607e49279db0e834cf759693
8,60a102fd16cd1820722eaf7f,607e49279db0e834cf759693
9,60a102fd16cd1820722eaf80,607e49279db0e834cf759693
7,60a102fd16cd1820722eaf81,607e49279db0e834cf759693
7,60a102fd16cd1820722eaf82,607e49279db0e834cf759693
7,60a102fd16cd1820722eaf83,607e49279db0e834cf759693
2,60a102fd16cd1820722eaf84,607e49279db0e834cf759693
8,60a102fd16cd1820722eaf85,607e49279db0e834cf759693
4,60a102fd16cd1820722eaf86,607e49279db0e834cf759693
3,60a102fd16cd1820722eaf87,607e49279db0e834cf759693
9,60a102fd16cd1820722eaf88,607e49279db0e834cf759693
9,60a102fd16cd1820722eaf89,607e49279db0e834cf759693
3,60a102fd16cd1820722eaf8a,607e49279db0e834cf759693
9,60a102fd16cd1820722eaf8b,607e49279db0e834cf759693
7,60a102fd16cd1820722eaf8c,607e49279db0e834cf759693
8,60a102fd16cd1820722eaf8d,607e49279db0e834cf759693
9,60a102fd16cd1820722eaf8e,607e49279db0e834cf759693
